Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
7,28-01-2011,513372.00,0,10.11,3.008,192,8.818
7,04-02-2011,558028.00,0,-2.06,3.011,192,8.818
7,11-02-2011,559903.00,1,10.24,3.037,192,8.818
7,18-02-2011,572387.00,0,17.30,3.051,192,8.818
7,25-02-2011,546691.00,0,17.46,3.101,192,8.818
7,04-03-2011,551378.00,0,21.84,3.232,192,8.818
7,11-03-2011,558964.00,0,20.70,3.372,192,8.818
7,18-03-2011,635015.00,0,27.69,3.406,192,8.818
7,25-03-2011,559062.00,0,25.69,3.414,192,8.818
7,01-04-2011,513410.00,0,24.83,3.461,192,8.595
7,08-04-2011,500552.00,0,30.64,3.532,192,8.595
7,15-04-2011,423380.00,0,27.79,3.611,192,8.595
7,22-04-2011,466595.00,0,31.84,3.636,193,8.595
7,29-04-2011,410430.00,0,26.79,3.663,193,8.595
7,06-05-2011,407012.00,0,26.54,3.735,193,8.595
7,13-05-2011,414094.00,0,36.61,3.767,193,8.595
7,20-05-2011,424671.00,0,36.16,3.828,193,8.595
7,27-05-2011,457217.00,0,37.51,3.795,193,8.595
7,03-06-2011,542295.00,0,45.77,3.763,193,8.595
7,10-06-2011,621100.00,0,53.30,3.735,193,8.595
7,17-06-2011,610991.00,0,48.79,3.697,193,8.595
7,24-06-2011,640044.00,0,46.85,3.661,193,8.595
7,01-07-2011,704344.00,0,58.54,3.597,193,8.622
7,08-07-2011,761794.00,0,59.08,3.54,193,8.622
7,15-07-2011,642748.00,0,54.37,3.532,193,8.622
7,22-07-2011,688044.00,0,56.22,3.545,194,8.622
7,29-07-2011,653383.00,0,56.66,3.547,194,8.622
7,05-08-2011,695393.00,0,55.91,3.554,194,8.622
7,12-08-2011,670670.00,0,54.56,3.542,194,8.622
7,19-08-2011,645156.00,0,56.06,3.499,194,8.622
7,26-08-2011,629994.00,0,57.60,3.485,194,8.622
7,02-09-2011,592355.00,0,53.40,3.511,195,8.622
7,09-09-2011,613135.00,1,45.61,3.566,195,8.622
7,16-09-2011,558981.00,0,43.67,3.596,195,8.622
7,23-09-2011,536145.00,0,43.67,3.581,195,8.622
7,30-09-2011,488880.00,0,47.34,3.538,195,8.622
7,07-10-2011,525866.00,0,40.65,3.498,195,8.513
7,14-10-2011,501959.00,0,32.65,3.491,195,8.513
7,21-10-2011,558691.00,0,37.49,3.548,195,8.513
7,28-10-2011,527340.00,0,28.82,3.55,195,8.513
7,04-11-2011,564536.00,0,23.41,3.527,195,8.513
7,11-11-2011,556016.00,0,19.53,3.505,196,8.513
7,18-11-2011,539827.00,0,29.53,3.479,196,8.513
7,25-11-2011,949076.00,1,27.60,3.424,196,8.513
7,02-12-2011,591908.00,0,20.38,3.378,196,8.513
7,09-12-2011,653845.00,0,11.17,3.331,196,8.513
7,16-12-2011,720242.00,0,15.20,3.266,196,8.513
7,23-12-2011,1059715.00,0,12.19,3.173,196,8.513
7,30-12-2011,815916.00,1,15.56,3.119,196,8.513
7,06-01-2012,713118.00,0,18.67,3.095,197,8.256
7,13-01-2012,593875.00,0,7.46,3.077,197,8.256
7,20-01-2012,578003.00,0,27.41,3.055,197,8.256
7,27-01-2012,541038.00,0,26.90,3.038,197,8.256
7,03-02-2012,580453.00,0,22.20,3.031,197,8.256
7,10-02-2012,563461.00,1,18.79,3.103,197,8.256
7,17-02-2012,620908.00,0,27.03,3.113,197,8.256
7,24-02-2012,603041.00,0,24.41,3.129,197,8.256
7,02-03-2012,551058.00,0,21.64,3.191,197,8.256
7,09-03-2012,579167.00,0,30.10,3.286,197,8.256
7,16-03-2012,669206.00,0,37.29,3.486,197,8.256
7,23-03-2012,615997.00,0,35.06,3.664,197,8.256
7,30-03-2012,583322.00,0,44.99,3.75,197,8.256
7,06-04-2012,621426.00,0,44.29,3.854,198,8.09
7,13-04-2012,517420.00,0,41.43,3.901,198,8.09
7,20-04-2012,457340.00,0,39.30,3.936,198,8.09
7,27-04-2012,467828.00,0,51.49,3.927,198,8.09
7,04-05-2012,465199.00,0,45.38,3.903,198,8.09
7,11-05-2012,460397.00,0,48.54,3.87,198,8.09
7,18-05-2012,468428.00,0,49.41,3.837,198,8.09
7,25-05-2012,532740.00,0,50.60,3.804,198,8.09
7,01-06-2012,598495.00,0,55.06,3.764,198,8.09
7,08-06-2012,642964.00,0,63.07,3.741,198,8.09
7,15-06-2012,666942.00,0,59.33,3.723,198,8.09
7,22-06-2012,687345.00,0,63.69,3.735,198,8.09
7,29-06-2012,704335.00,0,68.84,3.693,198,8.09
7,06-07-2012,805643.00,0,64.67,3.646,198,7.872
7,13-07-2012,694151.00,0,64.21,3.613,198,7.872
7,20-07-2012,686346.00,0,62.87,3.585,198,7.872
7,27-07-2012,686365.00,0,64.60,3.57,198,7.872
7,03-08-2012,680955.00,0,61.83,3.528,198,7.872
7,10-08-2012,675926.00,0,63.41,3.509,198,7.872
7,17-08-2012,642450.00,0,59.66,3.545,198,7.872
7,24-08-2012,609099.00,0,59.27,3.558,198,7.872
7,31-08-2012,586467.00,0,60.46,3.556,198,7.872
7,07-09-2012,597877.00,1,57.84,3.596,198,7.872
7,14-09-2012,541120.00,0,53.66,3.659,198,7.872
7,21-09-2012,530842.00,0,51.77,3.765,198,7.872
7,28-09-2012,525546.00,0,50.64,3.789,199,7.872
7,05-10-2012,505831.00,0,48.43,3.779,199,7.557
7,12-10-2012,503464.00,0,41.43,3.76,199,7.557
7,19-10-2012,516425.00,0,43.01,3.75,199,7.557
